"state","county","year","count","total_size","average_cost_per_watt","sum_cost","concat_code","state_code","county_code"
"FL","Palm Beach","2007",6,26.56,9.7611728395,213250,"12099","12","099"
"FL","Pinellas","2007",6,17.018,9.3775,45000,"12103","12","103"
"FL","Polk","2007",3,12.3,5.3712745098,54800,"12095","12","095"
"FL","Sarasota","2007",3,300.4,7.95,400680,"12115","12","115"
"FL","St. Johns","2007",4,17.6,10.2902991453,177600,"12109","12","109"
"FL","St. Lucie","2007",3,14.064,10.0223342175,120937.6,"12111","12","111"
"HI","Hawaii","2007",36,356.4,,,"15001","15","001"
"HI","Honolulu","2007",72,500.03,,,"15003","15","003"
"HI","Kauai","2007",35,898.8,5.6,26858.42,"15007","15","007"
"HI","Maui","2007",62,357.54,7.86,23581,"15009","15","009"
"IA","Clay","2007",1,1.98,10.76,21300,"19021","19","021"
"IA","Jefferson","2007",1,20.24,5,101145,"19059","19","059"
"IA","Linn","2007",1,2.2,14.55,32000,"19043","19","043"
"ID","Blaine","2007",1,1.1,,,"16011","16","011"
"ID","Payette","2007",1,1.1,,,"16075","16","075"
"ID","Power","2007",1,1.1,19.09,,"16077","16","077"
"IL","Boone","2007",1,0.91,12.0879120879,11000,"17011","17","011"
"IL","Champaign","2007",5,20.53,8.07929570566,137481,"17021","17","021"
"IL","Christian","2007",1,5.444,5.1375826598,27969,"17043","17","043"
"IL","Clinton","2007",1,1.36,18.7382352941,25484,"17035","17","035"
"IL","Cook","2007",20,48.39,10.949683187725,494063,"17031","17","031"
"IL","DuPage","2007",5,19.47,7.46702009126,102266,"17043","17","043"
"IL","Ford","2007",1,0.816,14.887254902,12148,"17057","17","057"
"IL","Franklin","2007",1,2.88,10.4496527778,30095,"17047","17","047"
"IL","Grundy","2007",1,1.05,11.2866666667,11851,"17061","17","061"
"IL","Henry","2007",2,2.78,9.29302832245,25704,"17067","17","067"
"IL","Jo Daviess","2007",1,1.32,9.8333333333,12980,"17085","17","085"
"IL","Kane","2007",3,18.4,6.6580793651,85907,"17025","17","025"
"IL","Kendall","2007",1,2.28,14.5175438596,33100,"17093","17","093"
"IL","Lee","2007",1,1.02,10.3382352941,10545,"17077","17","077"
"IL","Macon","2007",1,0.92,21.575,19849,"17087","17","087"
"IL","Macoupin","2007",1,1.2,6.1941666667,7433,"17117","17","117"
"IL","Madison","2007",2,4.25,11.239,48232,"17087","17","087"
"IL","Ogle","2007",2,4.51,9.77414918415,44947,"17141","17","141"
"IL","Peoria","2007",2,7.78,8.98048587805,70011,"17143","17","143"
"IL","Stephenson","2007",4,8.16,10.050406523225,75954,"17177","17","177"
"IL","Will","2007",2,5.54,8.16256043515,34935,"17197","17","197"
"IL","Williamson","2007",2,4.63,7.9054131054,36505,"17491","17","491"
"IN","Monroe","2007",3,5.76,,,"18095","18","095"
"IN","St. Joseph","2007",1,4.68,,,"18149","18","149"
"IN","Tipton","2007",1,1.92,,,"18167","18","167"
"IN","Union","2007",1,13.68,14.25,195000,"18087","18","087"
"IN","Warrick","2007",1,11,7.27,80000,"18173","18","173"
"KS","Douglas","2007",1,1.2,11.67,14000,"20035","20","035"
"KY","Larue","2007",1,2.6,6.54,17000,"21123","21","123"
"MA","Barnstable","2007",54,344.332,8.7582928863777778,3211650.42,"25001","25","001"
"MA","Bristol","2007",6,14.12,8.5999058912166667,121234,"25005","25","005"
"MA","Dukes","2007",35,94.2,11.15408195214,997271.62,"25007","25","007"
"MA","Essex","2007",67,483.444,8.7855605519230769,3917687.62,"25057","25","057"
"MA","Franklin","2007",50,164.35,9.498362817242,1475272.63,"25047","25","047"
"MA","Hampshire","2007",45,238.98,8.8960977220666667,2089631.06,"25027","25","027"
"MA","Middlesex","2007",83,1472.2,8.9062036316096386,16706760.08,"25023","25","023"
"MA","Norfolk","2007",16,134.364,9.9432120267625,1688769.8,"25021","25","021"
"MA","Plymouth","2007",56,186.834,7.5574883135035714,1402835.02,"25023","25","023"
"MA","Suffolk","2007",7,87.792,11.0839266211571429,847622,"25103","25","103"
"MA","Worcester","2007",22,93.9,8.9903591797380952,845142.56,"25047","25","047"
"MD","Anne Arundel","2007",16,34.76,10.68303333114375,346088,"24003","24","003"
"MD","Baltimore","2007",10,17.9,10.23755440685,183312,"24005","24","005"
"MD","Carroll","2007",4,8.32,10.491556712975,87097.5,"24015","24","015"
"MD","Cecil","2007",2,6.12,9.8696405229,60400,"24015","24","015"
"MD","Charles","2007",2,4,12.7,50800,"24017","24","017"
"MD","Frederick","2007",2,10.08,10.98206349205,110720,"24069","24","069"
"MD","Harford","2007",2,3.85,6.3707142857,24530,"24025","24","025"
"MD","Howard","2007",10,28.34,9.66742504655,265330,"24061","24","061"
"MD","Montgomery","2007",30,80.16,9.8758798639433333,747526,"24097","24","097"
"MD","Prince George's","2007",4,8.5,10.551068181825,85133.4,"24033","24","033"
"MD","Queen Anne's","2007",2,5.12,11.3920703125,58338,"24035","24","035"
"MD","St. Mary's","2007",4,10.6,9.474439583325,96889.24,"24037","24","037"
"MD","Washington","2007",6,39.7,7.7199381580666667,303371.9,"24023","24","023"
"ME","Cumberland","2007",1,1,,,"23049","23","049"
"ME","Kennebec","2007",2,17.76,,,"23011","23","011"
"ME","York","2007",1,5.6,8.04,45000,"23091","23","091"
"MI","Grand Traverse","2007",1,4,9,,"26055","26","055"
"MN","Aitkin","2007",1,2.6,7.8230769231,20340,"27001","27","001"
"MN","Anoka","2007",1,3,,,"27003","27","003"
"MN","Benton","2007",1,2.56,12.3609375,31644,"27015","27","015"
"MN","Cass","2007",2,4.2,12.7257142857,26724,"27067","27","067"
"MN","Chisago","2007",2,20.16,11.125,112140,"27025","27","025"
"MN","Cook","2007",3,5.52,8.8313131313,17486,"27031","27","031"
"MN","Crow Wing","2007",1,2.16,9.36575,20230.02,"27035","27","035"
"MN","Dakota","2007",7,22.64,9.08840103486,117242,"27043","27","043"
"MN","Goodhue","2007",5,20.19,8.8324722379,81534,"27049","27","049"
"MN","Hennepin","2007",25,206.694,7.6877070245333333,877266.07,"27053","27","053"
"MN","Itasca","2007",1,3.6,9.3627361111,33705.85,"27061","27","061"
"MN","Kanabec","2007",5,22,15.39772102275,270959.79,"27065","27","065"
"MN","Koochiching","2007",5,16.48,5.9495685897333333,60265.45,"27071","27","071"
"MN","Lake","2007",4,19.98,10.6624861111,134515.54,"27065","27","065"
"MN","Mower","2007",3,6.28,7.841875,29804,"27099","27","099"
"MN","Otter Tail","2007",4,10.14,,,"27111","27","111"
"MN","Ramsey","2007",5,13.2,9.7033333333333333,84977,"27071","27","071"
"MN","Redwood","2007",1,30,,,"27127","27","127"
"MN","Rice","2007",2,4.004,6.6721556886,13371,"27131","27","131"
"MN","Stearns","2007",2,8.64,7.12819444445,61572,"27145","27","145"
"MN","St. Louis","2007",9,28.68,8.28008989622,142823,"27189","27","189"
"MN","Todd","2007",2,2.08,,,"27121","27","121"
"MN","Washington","2007",8,34.06,9.0758800186666667,81024,"27023","27","023"
"MN","Wright","2007",3,81.94,7.9338847118,316562,"27229","27","229"
"MO","Bates","2007",1,0.44,,,"29013","29","013"
"MO","Clay","2007",1,4.3,,,"29021","29","021"
"MO","Jackson","2007",1,3,,,"29057","29","057"
"MO","Phelps","2007",1,7,,,"29137","29","137"
"NC","Beaufort","2007",1,1.8,21.11,38000,"37013","37","013"
"NH","Strafford","2007",1,3,9.33,28000,"33017","33","017"
"NJ","Atlantic","2007",48,412.151,8.2702960284416667,3369307.35,"34001","34","001"
"NJ","Bergen","2007",28,1209.809,8.5593945275142857,9209245.5,"34003","34","003"
"NJ","Burlington","2007",79,840.536,8.1057376760402778,6707841.52,"34005","34","005"
"NJ","Camden","2007",26,1743.667,7.6299107563269231,12373854,"34029","34","029"
"NJ","Cape May","2007",17,138.208,8.2671913041117647,1123326,"34009","34","009"
"NJ","Cumberland","2007",12,100.569,8.1764295402083333,832182,"34049","34","049"
"NJ","Essex","2007",8,76.186,8.6329407481375,636854,"34057","34","057"
"NJ","Gloucester","2007",30,192.054,8.7202616955384615,1557344.7,"34073","34","073"
"NJ","Hudson","2007",11,820.568,8.0675068102636364,6573736,"34017","34","017"
"NJ","Mercer","2007",29,2224.243,8.2240804591678571,15220337.3,"34055","34","055"
"NJ","Middlesex","2007",40,2236.61,8.49783037639,15417669.6,"34023","34","023"
"NJ","Monmouth","2007",98,775.232,8.3486968630054348,6227057.55,"34025","34","025"
"NJ","Morris","2007",44,709.215,8.592977376595122,5745680.98,"34027","34","027"
"NJ","Ocean","2007",87,2978.946,8.26662771878,20355358.45,"34029","34","029"
"NJ","Passaic","2007",17,239.826,8.40984070158125,2095710,"34031","34","031"
"NJ","Salem","2007",18,335.163,7.9939661650722222,2755268.89,"34033","34","033"
"NJ","Somerset","2007",55,2291.447,7.9725199728716981,15535715,"34035","34","035"
"NJ","Sussex","2007",22,493.255,8.6913928804045455,4184193.5,"34037","34","037"
"NJ","Union","2007",21,911.208,8.607031037685,6157645,"34087","34","087"
